cum_time,loss,std_training_time_above,std_training_time_below,std_loss_above,std_loss_below
2.185697412490845,-2.9387870522286454,0.12598698709513587,0.07353596102758395,0.06491424797562113,0.02920836226750485
3.9932201385498045,-2.951814843778952,0.15059314962780793,0.1425589974117602,0.07401135992619855,0.03347419273970843
5.823885989189148,-2.95910387522914,0.26355146580690486,0.14507314949355854,0.048358907618177224,0.03653665887880138
7.666419172286988,-2.966718923167581,0.27206304921507496,0.1831668666946336,0.0432164314725487,0.040180448573700574
9.488421964645386,-2.964215325736965,0.3064781614268144,0.2144469762269657,0.056954989600707856,0.03741439470405507
11.3024085521698,-2.9598871914199316,0.33846382743537023,0.23815027110029305,0.047662019222189586,0.04401537730890062
13.130030345916747,-2.964387107894247,0.3785935894937259,0.25887074078443995,0.05862385709993769,0.03843520208617183
14.914383435249329,-2.960898018768305,0.3257375123433831,0.23165944801255461,0.0515163527019264,0.03317161634748029
16.72059667110443,-2.96609046575358,0.2897013409384305,0.24489843599242445,0.06419972105407695,0.03766307399610711
18.551059913635253,-2.9682386391077857,0.30127645351484644,0.28951158248617226,0.0422748528140249,0.03839275536105892
20.390208625793456,-2.96707188569342,0.32711009935060076,0.3415617952489754,0.04352684490604648,0.03189783460938037
22.205453038215637,-2.973633082046452,0.32630265871042957,0.35768787327618745,0.04900714545019683,0.03233021802458368
24.022355437278748,-2.970465166676786,0.3449154285233513,0.3767876211439374,0.05329640806244868,0.04081246342634343
25.848930835723877,-2.9701853902139588,0.35665636870434164,0.3768941439380962,0.047632908663384224,0.04048129180300036
27.65467565059662,-2.9746101243594545,0.37642422826676397,0.3867777699865126,0.05334882725329214,0.035329291578937085
29.472662568092346,-2.9691929461460935,0.40913035954532356,0.4330089731968325,0.04702383763426649,0.04246587013612621
31.28925189971924,-2.971821537712562,0.41751293267986495,0.45026521737116076,0.05743502084106736,0.03174468894765276
33.10179522037506,-2.9687426407730526,0.42958308697965947,0.4435177890150367,0.05537980571393455,0.02834646944017821
34.92089495658875,-2.9670899627270755,0.41799241253037805,0.42777243090537403,0.0639151888922165,0.030228597144135522
36.733098125457765,-2.9715082993985336,0.427184637824826,0.46221269124590736,0.04762852014458454,0.04151567608888363
38.52182066440582,-2.9753650026245047,0.49635143487608874,0.42452151678266736,0.05691960557451566,0.027643497616418662
40.37307426929474,-2.9687358557899506,0.4998310780211558,0.42222020118441644,0.0511771972360089,0.04758958739572882
42.16214783191681,-2.968261648541539,0.5265246204508897,0.4493408986352914,0.043338383625432304,0.03135604994821491
43.990271878242496,-2.963333442120357,0.553837673275212,0.4554955517433499,0.05269384077627996,0.0375155861204217
45.81257255077362,-2.9657558345128296,0.5199922643726903,0.5203478490532548,0.07063599028432922,0.041394525834812075
47.62730259895325,-2.9680887537311014,0.6099475913199732,0.49071142771785126,0.03944467220616657,0.03600221010412171
49.46812646389007,-2.9662038533047417,0.6312020842093119,0.5000955102537088,0.057583856999618745,0.038655001386712136
51.30603423118591,-2.969229363833808,0.6267904566999727,0.5023786812821004,0.044061291049357486,0.042493874450119505
53.124298977851865,-2.9749055193679625,0.5006023787815302,0.5124705019220129,0.05379732009794929,0.028327021318070068
54.95159153938293,-2.971531917641988,0.5143672385332161,0.5536847184846757,0.05076363028427602,0.0360890154840603
56.77030897140503,-2.972002877256023,0.5838905194337283,0.5055714798613796,0.048393411028582085,0.034290586089432695
58.59303088188172,-2.9689252117534815,0.604897845907455,0.5272227262335205,0.04165397984793076,0.0307091119485643
60.387242603302,-2.9706205230004232,0.6376468041840762,0.5531354574215265,0.056380480819902434,0.03621759366410189
62.21869297027588,-2.972031633771995,0.6495523090203139,0.5615064745316858,0.05672377527854058,0.03845239128527348
64.0324681043625,-2.970638999984862,0.6561472289599032,0.5549760214484668,0.04750896889941235,0.04393415458625726
65.85844128131866,-2.976849191804778,0.6128017748052413,0.6367809301609483,0.04988021261774863,0.0335312514386194
67.67174439430237,-2.9671274141761783,0.6334102671924695,0.6583101228969668,0.070631502935949,0.04582884551805497
69.4904865026474,-2.964551356653725,0.6488016801309636,0.6862333431736938,0.04490728707366406,0.04430400590002224
71.30898125171662,-2.9707286500003875,0.6290638732498097,0.6920368833894351,0.04871200842157535,0.03432643078914541
73.13256182670594,-2.9653006319704835,0.6419412264991631,0.7044500866455912,0.05551982274432369,0.0383225505958183
74.95628123283386,-2.9762648110776033,0.6556860050396276,0.702267533798834,0.04168822046903237,0.035469512201821526
76.78812003135681,-2.9718542187469996,0.6619002524832254,0.7027237068359661,0.04452619170593242,0.028977215398214577
78.60858509540557,-2.973395093117012,0.69543154840851,0.7570531031393016,0.036994474882707754,0.04349430505637889
80.42231929302216,-2.973816987423068,0.7207223938088739,0.7965519992849847,0.04785720486195504,0.030107737947731434
82.24504466056824,-2.969494271828219,0.7379584940639612,0.8023800585231639,0.07333841056353643,0.037587470925991906
84.06380469799042,-2.9650217016913394,0.6723974032600656,0.9311683093657935,0.062088295280490036,0.04019792772815819
85.89774782657624,-2.972031675282685,0.7474136746552564,0.8539055146704483,0.04822794261652717,0.03596300535238764
87.70282216072083,-2.9715597048116726,0.7453365207902088,0.8652291405986715,0.04431225337427172,0.04197633322299676
89.49218637943268,-2.9728017007902356,0.7256648519211082,0.8625433652227484,0.050842449619343595,0.03315036833998837
91.3196132183075,-2.9759679277065905,0.7421143773204285,0.8620031538389302,0.0554979593002738,0.03566225654031927
93.14752695560455,-2.9800665976279745,0.760121580542587,0.8798160188696202,0.051483401447892665,0.03472649106420482
94.97925746440887,-2.9771843392858095,0.7795149752239943,0.9038578481180258,0.05440834790927531,0.030124748729382256
96.78606169223785,-2.989178874689464,0.7963443307968339,0.9354015351576532,0.045930193550041735,0.030371855072101304
98.59985492229461,-2.9856702121025114,0.7108025008306088,1.0484987502353484,0.03925536626037225,0.03949457505209258
